Número Identificador,Nome,Orientações em Andamento,Orientações concluidas
0007957895696074,Bruno Rodrigo Couto Lemos,0,0
0007964496547834,Ruana Andréa Frazão Moraes,0,0
0007975660527484,Edmilda Pereira Pinto,0,0
0008004709501389,Ana Cláudia Vale do Nascimento,0,0
0008011951090431,Estevao Eduardo Estevao Chambule,0,1
,Priscila Calil,0,0
0008075662912079,Ana Rosa Paiva Soares de Quadros,0,0
0008140037369151,Michel Henrique Pereira,0,0
0008142121940086,Guizela Eleonora Lima Mollhoff,0,0
0008172148606511,Renato Matroniani,0,0
0008172377296941,Ana Jussara Silva do Nascimento,0,8
0008186775581325,Ana Angélica Júlio,0,0
0008200499157496,Marta Nabarro Nogueira,0,0
0008205111490890,Denise Assis Fleury Curado,0,0
0008214499626913,Laura Cristina de Quadros Carvalhal,0,9
0008219969403599,Izabel Cristina Diogo de Morais,0,0
0008236427964461,Douglas Soares Agostinho,0,5
0008281637180958,Ana Caroline Pazeto,0,0
0008304260976771,Silvio Marcos Dias Santos,0,0
0008324890381912,Lisiane Delai,0,0
,Wanderson da Silva Nogueira,0,1
0008407546986812,Davi Lopes Campos,0,0
0008413239684613,Jane Keli Almeida da Silva,4,0
0008414241128867,Vera Helena Rosa Rocha,0,1
0008416069552725,Eber Barreto de Souza,0,0
0008441344995621,Maria Pantoja Moreira de Sena,0,0
0008485399399997,Deise Juliana Rhoden,0,0
0008491994946283,Clécia de Moura Souza,0,0
,Rogério Dewes,0,0
0008532507556107,Wendy Fonseca Ataide,0,0
,Cíntia Reichert,0,0
0008567064188218,Bruna Medeiros Valente de Lima,0,8
,José Alysson Benício Correia,0,0
0008586835081190,Gabriela Luciana Santos Bastos Teixeira,1,16
0008593020549311,Ivo Guilherme Vida,0,0
0008631245065480,Maria Emília Senra Toledo,0,0
0008631249493968,Felipe Rocha Wagner,0,0
0008632353387419,Karen Linelle de Oliveira Santos,0,0
0008671331752160,Isabela Luciana Coleto,0,0
0008690347862809,Brenda Kessia Arruda de Souza,0,0
,Cynthia Santos Andrade,0,0
0008716368935619,Marcello Guimarães da Silva,0,0
0008731534576199,Douglas Baltazar Gonçalves,7,12
0008734442702063,Waleska Rodrigues Silva,0,0
0008769753950605,Hudson Franklin Pessoa Veras,0,14
0008771739580546,Beatriz Azem Corrêa,0,0
0008772994511757,Ana Lucia Campos Pita,0,20
0008779933423256,Alex José Adão,0,2
0008785408235675,Matheus Brito de Oliveira,1,2
0008800806543976,Victor Nogueira da Gama Kohls,0,0
0008821067569253,Tatiane Balbo Batista,0,0
0008836220477412,Heládio de Castro Winz,0,6
,Rodrigo Fabiano Leite Weber,0,0
0008842249586714,Maíra Leite Escórcio,0,0
,Maria Emilia Antunes de Rezende,0,0
0008862045013580,Jayme Luiz Gomes Fialho,0,0
0008863157708883,Eunice Silvia de Faria,0,0
0008863633741434,Tuanna Agne,0,0
0008902073655939,Jonielson Ribeiro de Souza,0,0
0008904466682522,Vivian Annicchini Forner,0,0
0008917354789289,Patrícia da Silva Mueller,0,6
0008924749279829,Carlos Eduardo Pessoa do Monte,0,21
0008936962777549,Glauber Galvão de Araujo,0,0
0008963678804368,Clyffe de Assis Ribeiro,0,0
,Odilson Peliser,0,0
0008988739367460,Rodrigo Silva Fadel Martins,0,0
0009005487513600,Edimar Fernando Moreira,0,2
0009008487406699,Catalina Angel Coca,0,0
0009024913846990,Regina Célia Ramalho,0,0
0009035055357756,Raika Luana Aleme,2,18
,Alberto Soto Giraldo,0,0
0009077170905399,Elisabeth Francisca de Melo Filha,0,15
0009094376432177,Leandro Félix Vieira,0,0
0009114349060920,Suellen Flauzina Martins,0,0
0009132005005771,Larissa Costa Correia,0,0
0009134888946196,Ana Julieta Teodoro Cleaver,0,0
0009147551556110,Charles Moura Netto,0,43
0009156150447057,Natalia Maria Espíndola Salles,0,0
0009168399650181,Juliana Moura Martins da Fonseca,0,0
0009175645269363,Iraína Fernandes de Abreu Farias,0,3
0009250655718701,Danielle Maya Fontes Martins,0,0
0009251022142235,Márcia Pagno Lisbôa,0,0
0009258013158800,Lauro Katsumi Nagatsuyu,0,27
0009274292353422,Vinícius Biagioni Rezende,0,24
0009276424575566,Marizete Evangelista Souza,0,0
0009292532545314,Juliane Casas,0,0
0009308807089138,Pedro Paulo Moreira Pettersen,0,34
0009322382445059,Renan Morim Pastor,0,0
0009351540953556,Debora Idalgo Paim Marques,0,17
0009368669629255,Caroline Antunes Agostinho de Abreu,0,0
0009377012582840,José Dermeval Saraiva Lopes,0,1
0009383794159057,Camilla Almeida Cruzal da Silva,0,0
0009386962395080,Prodamy da Silva Pacheco Neto,0,23
0009398309551295,Pedro Simão de Miranda,0,0
0009402578671537,Nilo Manoel Pereira Vieira Barreto,0,0
0009428198629581,Elise Vargas Pereira,0,11
0009457107854622,Maria Tereza Medeiros Ardito,0,14
0009457589560516,Rafaela dos Santos Reis,0,0
0009484237036086,Ariel Cardoso Mendes,0,13
0009488496421980,Edilamar Lurdes Linhares Toniazzo,0,0
0009510110249530,José Luiz Batista Gasparini,0,0
0009593987263359,Paulo Roberto da Cunha,2,8
0009600050267814,Carolina Sayuri Teramoto,0,0
0009608707886852,Priscila da Silva Victorino Pontes,0,13
0009618255198826,Paulo Fabiano Orsi,0,0
0009630026385389,Regina Silvia Chaves de Lima,0,0
0009631413797884,Camilo Andrés González González,0,0
0009635260806447,Vanessa de Moura Queiroz,0,0
0009636773087958,Julyana Cardoso Carvalho,0,0
0009663410164253,Wesly Jean,0,0
0009676359757349,Bruno de Souza Sanches,0,1
0009681465612130,Rosangela Martins Ferreira,0,0
0009694515481631,Natália Silva de Farias,0,0
0009699465174725,Gina Silva de Oliveira Mota,0,0
,Sebastiana Valdivina de Lima Lago,0,0
0009702244482628,Alcione Manzoni Bidinoto,0,0
0009729606417098,Fernanda Favorito,0,0
,Josimar Felisbino Silva,0,0
0009752134154319,Alexandre Strapacao Guedes Vianna,0,0
0009775903342861,Izabel Farias Batista Leite,0,1
0009776045594705,Igor Bernardo Souza da Silva,0,0
0009776460009594,Eneida Cristina Lima Pinto,0,0
0009779057791407,Paulo Antônio Moreira dos Santos Lemos Rezende,0,0
0009790989378061,Eudanúsia Guilherme de Figueiredo,0,1
0009807164354908,Edson Augusto dos Reis,0,0
0009810877253017,Tássio Fonseca Feitosa,0,0
0009812511250963,Juliana Messias Goss,0,0
0009875598859160,Vera Lúcia Almeida Forbeck,0,2
0009900770512080,Welber Nobre dos Santos,0,0
0009905887482691,Denise Meira Altino,1,0
0009921824585249,Maria de Fátima Oliveira,0,0
0009926732779179,Marina Ranieri Cesana,0,2
0009927237407987,Nelson Hilário Mubai,1,6
0009940843947074,Karen Margarita Rico Escamilla,0,0
,Luis Felipe Maciel de Souza,0,0
0009968914613451,Maybel Sulamita de Oliveira,0,0
0009992039976320,Gisely France Abrantes Elias,0,0
0010007900506424,Hugo Leonardo Melo Dias,0,5
0010013023594873,Camila Valandro Zamberlan,0,0
0010015493160442,Ruy Lewgoy Luduvice,0,0
0010057867877297,Daniel dos Santos,0,0
,Erika Muller Ramalho,0,0
0010059982369237,Maria Regina Menezes Alves,0,30
0010061273427649,Maria Celia Garcia Ferreira de Souza,0,0
0010066144805434,Marisa Ferreira da Silva Lima,0,0
0010086319551515,Simone Rosa da Silva,4,30
0010141369527658,Jacirene Gonçalves Lima Franco,0,11
0010146849676802,João Paulo Viana Pongelupe,0,0
0010157193809808,Vinicius Rivas Alves,2,3
,Vera Lucia Pereira de Quadros,0,5
0010200292270441,Mônica Menezes Perny,0,0
0010206852868653,Marlon Mathias Dacal Coan,0,0
0010220909879065,Angel Ambrocio Quispe,0,0
,Roberto Rodrigues,0,0
0010283517576726,Carlos Renato Seabra de Almeida Júnior,0,0
0010317140805356,Sara Juliana Santana Santos,0,0
0010324329496939,Savia Perina Portilho Falci,0,9
0010358903217252,Maria Aparecida Nunes Callegari,0,0
,Luis Henrique Pinto Malizia Alves,0,0
0010380566595934,Adriana Dias Barranhas,0,0
0010393349367055,Regina Dantas Jales,0,0
0010430569959018,Francisco de Assis Andrade,0,5
0010437979811714,Simônia Dias Jardim,0,0
0010487454816772,Alderuth da Silva Carvalho,0,7
0010501425407681,Márcia Cristina Almeida de Oliveira,0,1
0010503078131807,Alexandro de Andrade de Lima,0,0
0010519621652019,Renata Késia de Andrade Bezerra Coimbra,0,5
0010527680506778,Reinaldo Toshiyuki Tateyama,0,1
0010553523851149,Rodrigo Sabadin Ferreira,0,0
0010592227133571,Eduardo Chaves Leal,0,0
0010598355435297,Maria Rita de Cássia Sales Régis,5,25
0010606333823322,Paulo Ricardo Oliveira da Costa Salgueiro,0,0
0010640094064402,Dalva Assunção Portari Mancini,3,2
0010645908525223,Rafaela Aires Tavares Santos,0,2
0010649505364001,Thiago de Oliveira Santos Mansur,0,0
0010684431252572,Bárbara Flora Lucena Viana,0,0
0010700719445679,Flávio Maia,0,0
0010742173483682,Lucas Fernando da Silva Cambuim,0,1
0010772019149403,Timóteo Monteiro Borba,0,1
0010777559276855,Gilmarques Rodrigues Satelis,0,0
0010786739671243,Paulo Eduardo da Silveira Lobo Cicogna,0,0
0010793160976571,Diego de Barros Borrelli,0,0
0010793929340285,Ismael de Lima,1,9
0010827508626191,Fernando Augusto dos Santos,0,0
,Luiz Antonio Chaves de Oliveira,0,0
0010834949157641,Edson Ribeiro cupertino,4,0
0010842963113222,Amanda Rolim Dreger,0,0
0010843569562742,Armando Morais Correia de Melo Filho,0,0
0010848357728478,Talita Deniz Amâncio,0,0
0010861740872152,Michelle Silva de Andrade,0,0
0010868466299263,Gustavo Menezes Santana,0,0
0010878097095882,Érica Luiza Andrade Ruas,0,0
0010878399222450,Juliana Isa Beraldo,0,0
0010891508549934,Jamily Cardoso Balbino,0,0
,Sérgio Vicentin,0,0
0010925705425293,Francieli Fabris,0,2
0010931121212287,Evangela Maria de Carvalho,0,0
0010952274069177,Maria do Socorro Ribeiro da Silva,0,0
,Bruno Beckembauer Sanches Damasceno,0,0
0010975377217559,Betânia Luiza Alexandre,0,1
0010975413982281,Gisele Simas dos Santos,10,204
0010979482901297,Uhana Seifert Guimarães Suga,0,0
0011031436369948,Gláucia Mansur Balsamão Dias,0,8
,Sergio Ferreira dos Santos,0,6
0011042215190837,Juliane Salvador,0,0
0011048638202379,Luciano da Costa Aranha Maia,0,8
0011059250356852,Rodrigo José Paiva Cruz,1,1
0011070644301296,Rosario Ana Llancari Morales,0,0
,Erivelto Souza Cunha,0,0
0011086094843231,Tattiana Fernandes de Oliveira Melo,0,0
0011172179511987,Joana Santos Teixeira,0,0
0011177589612514,Elton Brito Everton,0,0
0011188883273196,Fernanda Ribeiro Haag,0,4
0011210367143876,Rafaelle Gleice dos Santos,1,10
0011231117752865,Fabricio Jorge Machado,0,7
0011235094712706,Vanessa Lazzaretti Picolotto,0,0
,Sonia Maris Czelusniaki,0,0
0011300350933130,Jade Santoro Cavalli,0,0
0011312070059786,Graciana Santos Leal Pires,0,8
0011319761005510,Elaine Rocha Correa,1,1
0011331018560795,João Paulo Miranda,0,3
0011347139840920,Frederico Guilherme Freitas Lobão Rodrigues Gomes,0,1
0011348867820499,Camila Bernardeli Lanfredi,0,0
0011352520580545,Marcelo Chilvarquer,0,0
0011379013434888,Marcos Vinicius Lebrego Nascimento,0,0
0011383484708331,Silas Antonio do Couto,0,0
0011390561840860,Euripedes Sebastião Mendonça de Souza,0,0
0011399697815070,Jackson Apolinário Yoshiura,0,9
0011426651200204,Tibério Caminha Rocha,0,0
0011434373698308,Elisangela Silva Araujo,0,0
0011449347515437,Maria Aparecida de Andrade da Costa,0,2
0011458518578997,Valdir Martiniano Ferreira da Silva,1,2
0011461802958900,Luiza Rabelo Colombo,0,0
0011468227995305,Ivanildo de Souza Maciel Júnior,0,0
0011480510490540,Luciana Lopes Giannocoro,0,0
0011483864955260,Bruna Mayo Soares,0,0
0011505556193320,Erika Bismarchi,0,0
0011539664962141,Carolina Correia Machado Bueno,0,0
0011570695734284,Joelma Castro Rodrigues,0,5
0011605513221629,Fernanda Gama Lessa,0,0
0011615136310532,Amanda Longo Hummel,0,0
0011631186195905,Tatiane de Jesus Bueno,0,0
0011650600076156,Frank Toshioka,0,0
0011650764160487,Nilda Maria Medeiros,0,0
,Patricia Silveira da Rosa,0,0
0011659335261615,Jussara Mendes Moreira Goulart,0,0
0011686339990968,Alexandre dos Santos Carvalho,0,0
0011692359926955,Arthur Guimarães Carvalho Porto,5,0
0011704638803489,Andrey Freitas da Silva,0,0
0011740973719085,Rafael Barbosa Furtado,0,0
0011770376302591,Tomaz Ferrez Collett Solberg,0,0
0011782864139008,Ana Paula de Oliveira,0,0
0011804439893143,Vera Regina Fumie Hashimoto,0,16
0011830871815627,José Henrique Ferronato Pretto,0,0
0011857209933655,Monica Messias Silva,0,0
0011868145071486,Leila Toledo Martinho,0,0
0011889719057828,Dhebora Souza Umbelino Silva,5,21
,Helio Bruck Rotenberg,0,0
0011912574553607,Cristiane Aiub Araujo da Silva Moreira,0,12
0011962896044093,Luiz Velloso de Andrade Junior,0,0
0011983998741024,Lidiane Marani Sousa,0,0
0011986596807499,Fernanda Penna Lima Guedes de Amorim,0,0
0011987705096056,Araori Silva Coelho,0,0
0011998671679662,Jaqueline Fonseca Rodrigues,0,32
0012010642373276,Claudio Higa,0,0
0012023899326681,Suely Santos Araújo,0,0
0012026405509387,Polyane Poly Marques de Lima,0,0
0012029211882569,Felipe Da Cunha de Oliveira,0,0
,Helmuth Alfonso Kirinus,0,1
0012045151317077,Natália Lopes de Souza,0,0
0012062300089883,Kelly Fernandes Pessôa Laeber,0,1
0012065000341374,Paulo Edson Lima dos Santos,0,0
,Falkner de Arêa Leão Moraes,0,0
0012087708377585,Maucir Marcuz Junior,0,0
0012132711669513,Sérgio Kelner Silveira,0,0
0012143705061817,Nathalia Fernanda Perpetuo Pereira,0,0
0012174303342817,Marcos Kac,0,0
0012179648271822,Évellin Caroline Araújo de Matos,0,0
0012230201334214,Ana Teresa Góis Soares,0,0
,Manuela Ornelas de Abreu,0,0
0012245115311480,Francisco Mateus António Wache,0,0
,Thiago Curvelo dos Anjos,0,0
0012264654088677,Sara Ferrigo,0,14
0012269449134102,Daniela Gaete Sewaybricker Bravo,0,0
0012272473967134,Claudiana Bomfim de Almeida Santos,0,0
0012290825549159,Ivanildo Ramos Fernandes,0,0
0012294822302526,Rodrigo Edson Castro Avila,0,0
0012297970010954,Flávio da Cruz,0,31
0012308329864743,Stéfani de Almeida Onesko,0,0
0012311020392637,Marcelo Bastos de Souza,0,0
0012311424066165,Angela Luzia Drezza,0,0
0012354267487230,Julia Drumond Cunha,0,0
0012356476129796,Gizelly de Carvalho Martins,0,5
0012370907093821,Marco Antonio Ladislau Petkovic,0,1
0012396895983913,Marcelo Ednan Lopes da Costa,0,27
,Maria Dolores Zundt,0,1
,Mauro José de Souza Araújo,0,0
0012457016601823,Emmanuele Santos Albuquerque,0,2
0012470628830702,Fernanda Lye Watari,0,0
0012486106978545,Marilene Rodrigues Godoy Behne,0,15
0012497970502767,Ilka Letícia de Sousa Almeida,0,0
0012503755485511,Etiane Carvalho Moraes,1,1
0012526173574896,Ana Maria Sipp Machado,0,75
0012527173274069,Marisa Carvalho Durão Barbosa,0,0
0012538845531212,Marcelo Matoso Silveira,0,0
0012542601691300,Marizete Nink de Carvalho,0,8
0012595717552874,Daniela Carnasciali de Andrade Mann,0,0
0012602570180981,Paulo Henrique de Faro Teixeira,0,0
0012621420975775,Degivaldo Avelino da Silva,0,0
0012621498543289,Erlânyo Francisco dos Santos Vieira,0,0
0012639654275738,Wanderleia da Silva Antunes Medeiros,0,0
0012663400046426,Luísa Freire de Moraes,0,0
0012743214650368,Eduardo Rivelino da Luz,0,24
0012755761443034,Erika von Sohsten de Souza Medeiros,0,0
0012779337925717,Simone Aparecida de Melo,0,0
0012781168336563,Leonardo Henrique Grigolo Carrabba,0,0
0012794975512112,Thais de Assis Gaspar,0,2
0012797479740203,Jonathan Jones dos Santos Pereira,0,0
,Luise Pereira Senna,0,0
0012812816108321,Rejiane dos Santos Teixeira,0,0
0012814701503037,Peticia Carvalho de Moraes,0,13
0012824321037881,Beatriz Afonso Pascoal Queiroz,0,0
0012829002554572,Bárbara Stella Oliveira Rocha,14,32
0012855923922923,Letícia Nogueira Romariz Medeiros,0,0
0012869409052110,Mariane Baltassare Laroque,0,4
0012960578014807,Isaac Fonseca Araújo,0,4
0012964254208191,Daniel de Moraes João,0,2
0012984214790870,Roberta Rosa Prata,0,0
0013020853939023,Luiz Henrique Oliani,0,12
,Carlos Felipe Saraiva Beserra,1,0
0013037260076968,Leticia Silva de Oliveira Freitas,0,29
0013071684791090,Jéssica Zandoná,0,0
0013073642862668,Heloísa Abreu de Lima,0,0
0013087782903495,Daniel Scal,0,0
0013093125239824,Francisco das Chagas Viana Júnior,0,2
0013116922513642,Daniela Fernandes de Oliveira,0,28
0013137027414849,Julio Maragano Schmidt,0,0
0013137645480325,Ludimila Queiroz Oliveira,0,0
0013184988387385,Ida Lúcia de Souza Silva,0,0
0013198585160432,Ranieri Belmiro de Almeida,0,0
0013211995802232,Bruna Mulinari Cabral,0,0
0013233309621148,Andréa Aquino de Assis,0,0
0013238406722125,Daniely Amorim de Meireles,0,1
0013245265114152,Renil Franklin de Freitas,0,0
0013254435583858,Igor Bernardes Cabral de Morais,0,0
0013261731289131,Jefferson Royer Chaurais,0,0
0013265645253004,Eduarda de Lima Vidal,0,0
0013286227262450,Leandro Emanuel Da Silva Rêgo,0,0
0013289853018231,Alessandro Carvalho Pereira,0,0
0013327590509947,Anderson Geraldo,0,0
0013333327859865,Neuri Rempel,0,0
0013339049357627,Ana Erundina de Luna Moraes Leite,1,0
0013365912232319,Djuri Tafnes Vieira,0,0
0013373233680184,Letícia Domingues Costa Braga,1,1
0013400430880199,Themis da Silva,0,0
0013401623458515,Jose Diego Barbosa da Silva,0,0
0013413433256175,Claudia Regina Nunes,0,0
0013414359213587,Angelina Raquel Pina Silva,0,0
0013431561658609,Marcos Edwagner Salgado dos Santos,0,0
0013454380283104,Ana Lucia Colange,0,1
0013457249908286,Marília Terra de Mello,0,0
0013458082766200,Camile de Andrade Gomes,0,0
0013459744239230,Renato Afonso Goncalves,0,0
,Aarón José CANCELAS SANZ,0,0
0013478587337019,Rossana Rassi Alvarenga,0,0
0013488712435510,João Batista Gomes de Lima,0,0
0013519039577260,Claudia Edith Vasquez Mercedes,0,0
0013522246916234,Luiza Odete Herback de Carvalho,0,0
0013532044167363,Renato Oliveira e Souza,0,0
0013556090290523,Thiago Azario de Holanda,1,1
0013556986784723,Jacques Pedrosa,0,0
0013560659295751,Ana Luíza Fernandes Calil,2,8
0013582606884269,José Augusto Azevedo Laureano,0,17
0013626413877486,Giovana Zaninelli,0,0
0013629863679525,Raul Mário da Silva Peixoto Neto,0,0
0013634106643683,Liliana Fraga dos Santos Madril,0,0
0013653588768257,Irineu Choma,0,0
0013671956244608,Raphael Daróz de Almeida,0,0
0013772841128727,Cynthia Maria Bindá Leite,0,0
0013779695510913,Leticia Maria Boechat Ponciano,1,4
0013783981274991,Otávia Feio Castro,0,0
0013791929885703,Marcos Levi de Oliveira,0,0
0013797879447732,Jose Leonaldo Lina de Farias,0,0
0013810763947313,Sergio Torlai Pereira,0,0
0013839566771307,Ana Joeline Carneiro,0,2
0013842097312468,Caline Gonçalves Migliato,0,3
0013846318152864,Walfred Tedeschi,0,0
0013859367572460,Rafael Luiz Tarozo,0,0
0013894591779407,Denise Pacheco de Souza,0,0
0013897270426289,Devancyr Souza Dias,0,25
0013923071275679,Bianca Garcia Cappelli,0,0
0013925296089390,Regina Eufrasia do Nascimento Ruete,0,11
0013929017046150,Pedro Henrique Fernandes da Silva,0,0
0013933884867428,Raimundo Amadeu Rocha Filho,0,1
0013935085701273,Felipe Streitenberger Ivo,0,2
0013938334738471,Dayse Aparecida de Oliveira Braga,0,0
0013949486396396,Vanessa Pereira Amorim,3,14
0013962630779982,Maiara Oliveira Diniz,0,0
,Ivoneide Ferreira Damasceno,0,0
0014075359309107,Daniel Kohl Greghi,0,0
0014087828523013,Carla Moema Fontoura Abissulo,0,0
0014095029834937,Luciana Nunes Titton Lima,0,6
0014097647157542,Luciana Rodrigues Leite,1,23
0014116496867171,Rosangela da Conceicao Marques Pena,0,17
0014125746088457,Kyene Becker da Silva,0,0
0014126320532113,Carlos Henrique Fernandes Castelpoggi,0,0
